Token;Label;accord
remis;;
.;;
"
";;
--;;
Maman;PER;PER
0;;
dit;;
Nnnnett;PER;PER
0;;
les;;
evangiles;;
de;;
M.;PER;PER
le;;
"
";;
our6;;
de;;
fSainte;MISC;MISC
0;;
fSolange;;
valent;;
dono;PER;PER
mieur;PER;PER
q;PER;PER
[;;
"
";;
eeu;;
du;;
ntret;;
Pertant;MISC;MISC
on;MISC;MISC
pet;MISC;MISC
bien;;
dire;;
qe;;
"
";;
notre;;
cure;;
n';;
a;;
pas;;
on;;
pareil;;
sur;;
la;;
terr;;
0;;
"
";;
0;;
Rntends;ORG;ORG
0;ORG;ORG
ts;ORG;ORG
cs;ORG;ORG
qu';;
ells;;
te;;
dit;;
0;;
Margueritef;PER;PER
Elle;;
"
";;
a;;
bian;;
raison;;
:;;
les;;
prires;;
de;;
noetre;PER;PER
ecure;PER;PER
0;;
qi;;
est;;
un;;
"
";;
vrai;;
aaint;;
0;;
sont;;
anssi;PER;PER
bonnes;PER;PER
qe;PER;PER
eelleps;PER;PER
des;;
aues;;
"
";;
est-ee;;
que;;
le;;
hon;PER;PER
Diu;PER;PER
ne;;
les;;
entend;;
pas;;
aissi;;
bin;;
"
";;
ici;;
qu';;
h;;
SolaugelJEANN;MISC;MISC
VRVE;;
.;;
"
";;
0;;
Pourqtol;;
y;;
a;;
0;;
t;;
0;;
ll;;
done;;
tant;;
de;;
gens;;
qul;PER;PER
ftnt;PER;PER
"
";;
le;;
voyagek;MISC;MISC
"
";MISC;MISC
0;MISC;MISC
Veux;MISC;MISC
0;;
tu;;
que;;
je;;
te;;
le;;
diseft;;
e';;
est;;
pour;;
sourir;;
0;;
"
";;
pour;;
samuser;;
";";;
et;;
puls;;
0;;
quand;;
vous;;
8tes;;
all6s;;
lh;;
"
";;
avee;;
vos;;
onfants;;
0;;
vos;;
ne;;
vous;;
en;;
oeetutpe;;
plus;;
:;;
"
";;
ilfaut;;
que;;
le;;
bon;;
Dieu;;
les;;
gueriaese;;
tout;;
seul;;
";";;
vous;;
"
";;
trouvert;;
ga;;
plus;;
oommode;;
.;;
Pourtant;;
0;;
s';;
il;;
nous;;
a;;
"
";;
donna;;
l';;
instinot;;
de;;
nous;;
solguer;;
quand;;
nous;;
som-;;
"
";;
mes;;
malades;;
0;;
eest;;
qu';;
il;;
veut;;
quon;PER;PER
prenne;;
la;;
peina;;
"
";;
de;;
le;;
faire;;
.;;
Tlens;LOC;LOC
0;;
vollh;LOC;LOC
monsleur;;
le;;
cur6;ORG;ORG
qui;;
vient;;
0;;
"
";;
demande;;
0;;
lui;;
ce;;
qu';;
il;;
en;;
pense;;
.;;
"
";;
M.;;
1e;;
eur6;;
dt;;
de;;
la;;
prilare;;
est;;
banne;PER;PER
partot;PER;PER
.;;
"
";;
a;;
Monsisur;LOC;LOC
le;;
oura;;
0;;
cria;;
Marguerite;PER;PER
0;;
est-oe;;
"
";;
qu';;
il;;
y;;
a;;
du;;
mal;;
i;;
faire;;
le;;
voyage;;
de;;
Sainte-So-;LOC;LOC
"
";;
Iange;LOC;LOC
"
";LOC;LOC
0;;
Non;;
0;;
ceertainement;;
.;;
Si;;
0;;
en;;
quittant;;
votres;;
mai-;;
"
";;
son;;
pendant;;
plusieurs;;
jours;;
0;;
vous;;
nylaissesrien;;
en;;
"
";;
souffrance;;
0;;
et;;
que;;
votre;;
mari;;
et;;
vos;;
enfants;;
soient;;
"
";;
bien;;
soignes;;
pendant;;
que;;
vous;;
n';;
y;;
sere;;
pas;;
0;;
vous;;
"
";;
ferez;;
bien;;
d';;
aller;;
prier;;
au;;
tombeau;;
de;;
la;;
ainte;LOC;LOC
.;;
"
";;
0;;
Qu';;
est;;
-ce;;
que;;
je;;
te;;
disais;;
0;;
Mlarguerite;PER;PER
dit;;
"
";;
Jeanne;PER;PER
";";;
as;;
0;;
tu;;
besoin;;
de;;
laisser;;
tout;;
i;;
l';;
abandon;;
"
";;
pour;;
aller;;
au;;
loin;;
prier;;
Dieu;MISC;MISC
0;;
quand;;
il;;
y;;
a;;
une;;
"
";;
iglise;;
et;;
un;;
bon;;
pretre;;
auprs;;
de;;
toif;PER;PER
Est-ee;;
que;;
"
";;
Dieu;MISC;MISC
n';;
est;;
pas;;
partout;;
et;;
ne;;
nous;;
entend;;
pas;;
tou-;;
"
";;
jouraf;;
"
";;
0;;
Oui;;
0;;
sans;;
doute;;
";";;
mais;;
il;;
gu6rit;;
mieux;;
a;;
"
";;
Sainte-Solange;LOC;LOC
qu';;
ici;;
";";;
eest;;
bien;;
sr;;
.;;
"
";;
--;;
Tu;;
crois;;
que;;
quand;;
tu;;
auras;;
traine;;
ton;;
petit;;
"
";;
malade;;
i;;
neuf;;
lieues;;
0;;
par;;
le;;
foid;;
de;;
la;;
nuit;;
et;;
lai]18A;;
"
";;
(;;
ATRIMIR;ORG;ORG
PARTIR;;
.;;
"
";;
ehaleur;;
du;;
jour;;
0;;
il;;
sera;;
mieux;;
dispos6;MISC;MISC
i;;
guerir;;
"
";;
queo;;
si;;
tu;;
le;;
soignaias;LOC;LOC
dans;;
ta;;
maison;;
t;;
"
";;
0;;
Wous;;
aves;;
raison;;
0;;
eanne;;
0;;
dit;;
M.;PER;PER
le;;
oure;;
";";;
"
";;
Dieu;MISC;MISC
veille;;
partout;;
aux;;
besoins;;
de;;
ses;;
ereatures;;
.;;
"
";;
Ls;MISC;MISC
plus;;
petitinseate;PER;PER
tronve;PER;PER
a;;
sa;;
port6e;;
la;;
proie;;
dont;;
"
";;
il;;
se;;
nourrit;;
";";;
la;;
moindre;;
fleur;;
a;;
s;;
geutte;;
de;;
roste;PER;PER
.;;
"
";;
coutez;;
0;;
Marguerite;PER;PER
0;;
je;;
suis;;
loin;;
de;;
blmer;PER;PER
ceux;;
"
";;
qui;;
vont;;
 ;;
Sainte-Solange;LOC;LOC
.;;
Il;;
n';;
y;;
a;;
pas;;
de;;
mal;;
a;;
"
";;
faire;;
un;;
plerinage;;
0;;
bien;;
au;;
contruire;;
";";;
mais;;
si;;
"
";;
quelqu;;
chose;;
en;;
souffre;;
chevous;;
0;;
vous;;
d6sobeis-;;
"
";;
sea;;
 ;;
Dieu;;
0;;
qui;;
veut;;
que;;
la;;
femme;;
soecupe;;
de;;
sa;;
"
";;
maison;;
et;;
de;;
ses;;
enfants;;
.;;
"
";;
-Ma;PER;PER
foi;;
0;;
e';PER;PER
est;;
un;;
grand;;
ennui;;
que;;
les;;
enfants;;
:;;
"
";;
j';;
en;;
ai;;
cin;MISC;MISC
0;;
cest;;
bien;;
trois;;
de;;
trop;;
.;;
"
";;
0;;
Peux;;
0;;
tu;;
dire;;
des;;
choses;;
eomme;;
oelles;;
0;;
la;;
0;;
"
";;
Margueritel;PER;PER
c';;
est;;
comme;;
si;;
tu;;
souhaitais;;
la;;
mort;;
"
";;
de;;
ces;;
pauvres;;
petits;;
.;;
Que;;
dirais;;
0;;
tu;;
asi;;
l';;
on;;
te;;
pro;;
"
";;
posait;;
de;;
te;;
dharrasser;;
de;;
ceux;;
qui;;
sont;;
de;;
trop;;
"
";;
lesquels;;
choisirais;;
0;;
tul;;
"
";;
-:t:=;;
:;;
:;;
"
";;
M.;;
l;;
onr;PER;PER
reprohe;PER;PER
a;;
iarguaerite;;
datre;;
aresseuse;;
.;;
"
";;
a;;
Conviens;PER;PER
0;;
Marguerite;PER;PER
0;;
dit;;
Jeanne;PER;PER
0;;
que;;
tn;PER;PER
as;;
"
";;
autant;;
d';;
envie;;
de;;
courir;;
que;;
de;;
prier;;
au;;
tombeau;;
"
";;
de;;
sainte-Solange;LOC;LOC
.;;
"
";;
0;;
Damel;;
petite;;
Jeanne;PER;PER
0;;
e';PER;PER
est;;
bien;;
amusant;;
de;;
"
";;
oir;;
tout;;
ce;;
ondel;PER;PER
"
";PER;PER
0;;
Ainsi;;
0;;
cest;;
pour;;
voir;;
du;;
monde;;
que;;
tu;;
iais;;
"
";;
faire;;
a;;
ton;;
enfant;;
neuf;;
lieues;;
pour;;
aller;;
et;;
au-;;
];;
"
";;
tant;;
pour;;
revenir;;
0;;
et;;
que;;
tu;;
laisses;;
les;;
autree]JEANME;;
EUVE;MISC;MISC
.;;
"
";;
iaes;;
[;;
"
";;
tout;;
seuls;;
aveo;;
leur;;
pbre;;
0;;
qui;;
ne;;
peurra;;
pas;;
sen;;
];;
"
";;
oceuper;PER;PER
0;;
foree;;
qu';;
il;;
est;;
de;;
gagner;;
ses;;
journ6es;;
";";;
];;
"
";;
ils;;
n';;
auront;;
point;;
de;;
soupe;;
a;;
manger;;
0;;
ni;;
les;;
uns;;
0;;
];;
"
";;
ni;;
lesautres;MISC;MISC
0;;
et;;
leurs;;
lits;;
ne;;
seront;;
pas;;
aits;;
";";;
puis;;
];;
"
";;
Iu;LOC;LOC
seras;;
si;;
lasse;;
en;;
revenant;;
0;;
que;;
tu;;
ne;;
pourras;;
rien;;
"
";;
faire;;
le;;
lendemain;;
.;;
Est;;
-ce;;
raisonnable;;
0;;
voyons;;
:];PER;PER
"
";PER;PER
0;;
Ecoutez;;
bien;;
ce;;
que;;
vous;;
dit;;
eanne;;
0;;
ajouta;;
];;
"
";;
le;;
eur6;MISC;MISC
";";;
vous;;
n';;
etes;;
pas;;
travailleuse;;
0;;
et;;
0;;
si;;
Claude;PER;PER
];;
"
";;
etait;;
malade;;
seulement;;
pendant;;
huit;;
jours;;
0;;
il;;
fau-;;
];;
"
";;
drait;;
envoyer;;
vos;;
enfants;;
mendier;;
.;;
Si;;
vous;;
etiez;;
"
";;
bien;;
propre;;
0;;
bien;;
courageuse;;
";";;
si;;
0;;
au;;
lieu;;
d';;
aller;;
"
";;
eauser;;
dbs;;
le;;
matin;;
aveo;;
vos;;
voisines;;
0;;
vous;;
faisiez;;
"
";;
votrs;;
menag;;
et;;
que;;
vous;;
eussiez;;
soin;;
de;;
tenir;;
vos;;
.;;
"
";;
enfants;;
propres;;
0;;
ils;;
se;;
porteraient;;
bien;;
et;;
vous;;
"
";;
n';;
auriez;;
pas;;
la;;
douleur;;
de;;
les;;
voir;;
dans;;
un;;
si;;
triste;;
];;
"
";;
6tat;;
.;;
Dieu;;
banit;;
le;;
travail;;
0;;
parce;;
qu';;
il;;
nous;;
a;;
tous;;
"
";;
faits;;
pour;;
travailler;;
0;;
et;;
c';;
est;;
une;;
bonne;;
manibre;;
de;;
"
";;
le;;
prier;;
que;;
d';;
avoir;;
du;;
ceur;;
a;;
son;;
menage;;
.;;
Si;;
vous;;
"
";;
d6sires;;
des;;
neuvaines;;
pour;;
guerir;;
votre;;
enfant;;
0;;
je;;
"
";;
les;;
ferai;;
pour;;
vous;;
0;;
moil;PER;PER
"
";PER;PER
0;;
Vois;PER;PER
done;PER;PER
0;;
Marguerite;PER;PER
0;;
si;;
tu;;
m6rites;;
quon;;
"
";;
soit;;
si;;
bon;;
pour;;
toil;;
Allons;PER;PER
0;;
dis;;
-nous;;
la;;
v6rit6;;
:;;
"
";;
es;;
0;;
tu;;
contente;;
quand;;
tu;;
as;;
couru;;
toute;;
la;;
journee;;
0;;
"
";;
un;;
enfant;;
sur;;
les;;
bras;;
0;;
au;;
lieu;;
de;;
veiller;;
a;;
tes;;
af-;;
"
";;
fairesf;PER;PER
"
";PER;PER
0;;
Non;;
0;;
ma;;
Jeanne;PER;PER
";";;
c';;
est;;
bien;;
vrai;;
que;;
je;;
ne;;
"
";;
suis;;
pas;;
contente;;
";";;
je;;
sens;;
au;;
0;;
dedans;;
de;;
moi;;
quel-;;
"
";;
que;;
chose;;
qui;;
me;;
gene;;
0;;
qui;;
me;;
tourmente;;
.;;
"
";;
--;;
Et;;
quand;;
tu;;
as;;
bien;;
travaill;;
toute;;
la;;
journee;;
0;;
"
";;
que;;
tu;;
es;;
a;;
souper;;
avee;;
ton;;
homme;;
et;;
tes;;
en-;;
"
";;
fants;;
0;;
et;;
que;;
tn;ORG;ORG
as;;
ton;;
gain;;
dans;;
ta;;
poche;;
0;;
que;;
"
";;
ressens;;
0;;
tn?18;;
t;;
"
";;
AIRIIR;MISC;MISC
PARTIB;MISC;MISC
.;;
"
";;
-Ieunne;;
0;;
je;;
stuis;;
l6gre;;
commal';;
oiseau;;
";";;
je;;
vas;;
0;;
"
";;
je;;
viens;;
0;;
je;;
hante;;
0;;
jombrasse;PER;PER
les;;
petits;;
.;;
"
";;
-Matguerite;;
0;;
dit;;
M.;PER;PER
le;;
oure;;
0;;
ce;;
quelqe;PER;PER
chose;;
"
";;
qui;;
n';;
est;;
pas;;
content;;
au;;
0;;
dedans;;
de;;
vous;;
0;;
uand;;
"
";;
vous;;
ne;;
faites;;
pas;;
votre;;
devoir;;
0;;
et;;
qui;;
ehante;;
quand;;
"
";;
vous;;
avez;;
blen;;
travaille;;
0;;
;;
est;;
la;;
eonscienee;LOC;LOC
0;;
e';PER;PER
est;;
"
";;
la;;
voix;;
de;;
Dieu;MISC;MISC
qui;;
parle;;
dans;;
votre;;
eeur;;
.;;
Si;;
vous;;
"
";;
lcouties;;
0;;
vous;;
seriez;;
toujours;;
heureuse;;
0;;
et;;
il;;
y;;
"
";;
aurait;;
plus;;
d';;
aisanee;;
dans;;
votre;;
maison;;
.;;
"
";;
LL;ORG;ORG
onsieur;;
lo;;
cure;;
0;;
e';;
est;;
que;;
0;;
quand;;
il;;
me;;
"
";;
prend;;
envie;;
de;;
fire;;
quequ;;
ehese;;
0;;
je;;
ls;PER;PER
fis;;
tout;;
"
";;
de;;
euite;PER;PER
sans;;
en;;
penser;;
plus;;
long;;
.;;
Jen;;
suis;;
fich6e;;
"
";;
aprs;;
0;;
mais;;
eest;;
plus;;
fort;;
que;;
moi;;
";";;
il;;
faudrait;;
que;;
"
";;
Jeanne;PER;PER
fut;;
toujours;;
i;;
mon;;
cbte;;
.;;
"
";;
0;;
Comme;;
elle;;
ne;;
peut;;
quitter;;
sa;;
maison;;
ni;;
son;;
"
";;
ouvrage;;
pour;;
s';;
oecuper;;
de;;
vous;;
0;;
ce;;
sera;;
moi;;
qui;;
"
";;
irai;;
tous;;
les;;
matins;;
0;;
avant;;
de;;
dire;;
ma;;
messe;;
0;;
voir;;
"
";;
si;;
vous;;
etes;;
en;;
bonne;;
disposition;;
de;;
travailler;;
.;;
"
";;
0;;
Mohsieur;;
le;;
eur6;MISC;MISC
0;;
dit;;
Jeanne;PER;PER
0;;
vvusferes;;
lh;;
une;;
"
";;
grande;;
eharit6;;
";";;
Margueritsn';PER;PER
est;;
pe;;
plusmauaise;;
"
";;
qu';;
une;;
autre;;
";";;
mais;;
je;;
le;;
lui;;
ai;;
d6j;MISC;MISC
dit;;
0;;
si;;
elle;;
con-;;
"
";;
tinue;;
0;;
il;;
lui;;
arrivera;;
malheur;;
.;;
"
";;
M.;PER;PER
e;PER;PER
onre;PER;PER
veut;;
placer;;
ylai;PER;PER
a;;
wile;;
.;;
"
";;
Jeanne;PER;PER
dit;;
un;;
jour;;
 ;;
k.;;
leour6;PER;PER
:;;
"
 ";;
Vous;;
avez;;
pour;;
mon;;
Sylvain;MISC;MISC
datrop;;
grndes;;
"
";;
bontes;;
0;;
vous;;
en;;
fhaites;;
un;;
monsieur;;
";";;
il;;
serait;;
bien;;
"
";;
temps;;
uil;;
s';;
ocoupt;;
de;;
eultiver;PER;PER
nos;;
terres;;
";";;
il;;
en;;
"
";;
sait;;
plus;;
long;;
qu';;
il;;
ne;;
lui;;
en;;
iut;ORG;ORG
";";;
q';;
il;;
apprenne;;
"
";;
done;;
 ;;
prsent;;
 ;;
manier;;
la;;
charrue;;
.;;
"
";;
0;;
Jeanne;;
0;;
cet;;
enfant;;
est;;
si;;
doux;;
et;;
en;;
mhmeIBANKR;;
VYtVE;ORG;ORG
.;;
"
";;
f8s;;
"
";;
temps;;
si;;
dliet;;
0;;
que;;
je;;
ne;;
puls;;
m';;
habituer;;
h;;
pen-;;
"
";;
sar;PER;PER
tu';PER;PER
il;;
passera;;
sa;;
vtie;MISC;MISC
a;;
ploeher;;
la;;
terre;;
.;;
N';;
y;;
at;;
0;;
ll;;
"
";;
pas;;
mille;;
autres;;
manltet;;
de;;
gagner;;
soh;;
pain;;
Ilest;MISC;MISC
"
";;
trs;;
0;;
intelligent;;
et;;
beaueoup;;
plu;;
instruit;;
que;;
les;;
"
";;
autres;;
anfants;;
de;;
son;;
age;;
0;;
ear;;
il;;
a;;
hietl;;
ptofit8;;
de;;
"
";;
tout;;
0;;
ce;;
que;;
je;;
lui;;
ai;;
apprls;;
.;;
Je;;
votdtale;;
le;;
plaer;;
"
";;
chez;;
un;;
notaire;;
de;;
mes;;
amls;;
0;;
 ;;
qul;PER;PER
jen;PER;PER
ai;;
d6jh;;
"
";;
parle6;;
.;;
"
";;
0;;
Croyet;LOC;LOC
-vous;;
0;;
mdotIsieur;;
le;;
cur6;ORG;ORG
0;;
;;
il;;
puisse;;
"
";;
tre;;
heureux;;
en;;
ville;;
0;;
ou;;
il;;
t';;
aura;;
petrsnne;;
pour;;
"
";;
laimert;PER;PER
"
";;
0;;
laisse;;
done;;
0;;
Jeanttel;PER;PER
les;;
gehns;LOC;LOC
che;;
qui;;
je;;
le;;
"
";;
placerai;;
lni;;
serviront;;
de;;
fmllleg;PER;PER
eest;PER;PER
une;;
maison;;
"
";;
honnete;;
0;;
oi;;
il;;
sera;;
bien;;
tenu;;
et;;
ils;;
ne;;
lui;;
donne-;;
"
";;
ront;;
que;;
de;;
bons;;
exemples;;
.;;
"
";;
0;;
Monsieut;;
le;;
cur;LOC;LOC
0;;
vots;LOC;LOC
en;;
savet;LOC;LOC
plus;;
long;;
"
";;
que;;
moi;;
lh;;
0;;
dessus;;
mais;;
jaurais;PER;PER
mieut;PER;PER
ime;PER;PER
qu';;
il;;
"
";;
restat;;
paysan;;
comnme;;
soti;;
pere;;
";";;
c';;
est;;
ehc0re;;
l6tat;;
"
";;
qui;;
donne;;
le;;
plus;;
dc;;
bonheur;;
et;;
oiil;;
on;;
est;;
le;;
moins;;
"
";;
expos6;;
a;;
mal;;
.;;
.ire;;
.;;
"
";;
eanne;;
s';;
oceupa;;
de;;
mettto;;
en;;
ordre;;
les;;
affets;;
de;;
"
";;
Sylvain;PER;PER
";";;
elle;;
flt;;
refire;;
 ;;
sa;;
tailla;;
les;;
plus;;
heaux;;
"
";;
hubits;MISC;MISC
de;MISC;MISC
sor;MISC;MISC
bre;MISC;MISC
0;;
et;;
M;PER;PER
0;;
le;;
cur6;;
le;;
mena;;
cheE;;
son;;
"
";;
amile;PER;PER
nodtalte;PER;PER
.;;
"
";;
Ieamne;MISC;MISC
;;
aergoit;;
que;;
le;;
petit;;
onuis;;
sera;;
un;;
enfamnt;;
"
";;
simpla;;
.;;
"
";;
Louis;PER;PER
avait;;
trois;;
ans;;
";";;
sa;;
sante;;
;;
etaitraffermie;;
et;;
"
";;
il;;
tait;;
devenu;;
trs;;
0;;
fort;;
";";;
il;;
parlait;;
peu;;
0;;
et;;
e;;
quil;;
"
";;
disait;;
ne;;
essemblalt;;
pas;;
aux;;
propos;;
des;;
autres;;
"
";;
ehnfants;;
";";;
ses;;
yux;PER;PER
tuient;PER;PER
grunds;PER;PER
0;;
mais;;
totut;ORG;ORG
singu-88;ORG;ORG
"
";;
0UATIhMR;;
ARITIN;ORG;ORG
.;;
"
";;
liers;;
.;;
Il;;
aaurait;;
aprbs;;
towut;;
es;;
qui;;
hbrillait;;
pour;;
s';;
n;;
];;
"
";;
aaisir;;
0;;
Il;MISC;MISC
satait;MISC;MISC
hrtl6;MISC;MISC
plus;;
dun;;
fols;;
i;;
la;;
han-;;
];;
"
";;
della;;
0;;
et;;
plus;;
d';;
un;;
fois;;
aussi;;
il;;
avait;;
rtir;;
du;;
];;
"
";;
fu;;
le;;
hoia;;
anflamm6;PER;PER
pour;;
jouer;;
aveo;;
";";;
anfin;PER;PER
0;;
n;;
];;
"
";;
ur;;
il;;
s6tait;;
jet6;;
lans;;
l;;
ruissau;;
peur;;
predse;;
];;
"
";;
la;;
solsil;PER;PER
quil;PER;PER
voyait;;
dnas;PER;PER
leu;PER;PER
.;;
Sa;;
mbr;ORG;ORG
0;;
ou;;
bien;;
];;
"
";;
sa;;
smur;MISC;MISC
0;;
na;;
lo;;
quittaiont;;
plus;;
0;;
d;;
peur;;
d';;
aasident;;
.;;
];;
"
";;
Jennna;LOC;LOC
dit;;
h;;
ln;;
murmina;;
da;;
l';;
eniant;;
:;;
"
 ";;
fo;;
ne;;
peux;;
plus;;
mabuser;;
0;;
mudume;;
0;;
mon;;
"
";;
pauvre;;
lLouis;PER;PER
srua;PER;PER
simplo;PER;PER
touto;PER;PER
sn;PER;PER
vio;PER;PER
0;;
si;;
meme;;
il;;
];;
"
";;
no;;
deviant;;
puas;;
idiot;;
tout;;
h;;
fit;;
.;;
"
";;
LL;PER;PER
 ;PER;PER
;PER;PER
is;PER;PER
rian;PER;PER
onsors;PER;PER
0;;
Jaanno;PER;PER
:;;
il;;
pourru;;
"
";;
devenir;;
un;;
hommo;;
comme;;
les;;
autres;;
";";;
pense;;
done;;
"
";;
qu';;
il;;
est;;
bien;;
jeunel;;
"
";;
--;;
alam;PER;PER
0;;
j;MISC;MISC
ne;MISC;MISC
psus;;
ps;;
m';;
y;;
tompe;;
0;;
pree;;
"
";;
qu;;
ee;;
n';;
est;;
pas;;
la;;
premire;;
fois;;
que;;
je;;
veis;;
des;;
"
";;
simples;;
";";;
il;;
sera;;
touts;;
sa;;
viae;;
lenfunt;;
du;;
hon;MISC;MISC
Dieu;MISC;MISC
";";;
"
";;
je;;
ne;;
pourrai;;
pas;;
le;;
quitter;;
un;;
instint;;
.;;
"
";;
L;MISC;MISC
it;MISC;MISC
puvr;MISC;MISC
Jeann;MISC;MISC
0;;
c';;
est;;
une;;
grande;;
preuse;;
"
";;
que;;
le;;
ciel;;
tenvoie;;
.;;
"
";;
--;;
Jen;PER;PER
ai;;
du;;
chagrin;;
0;;
malame;PER;PER
0;;
mais;;
je;;
;;
"
";;
murmure;;
pas;;
";";;
les;;
antfants;;
simples;;
ont;;
une;;
me;;
"
";;
comme;;
les;;
autres;;
0;;
et;;
ils;;
n';;
offensent;;
jamais;;
le;;
hon;;
"
";;
Dieu;;
.;;
Puis;;
il;;
m';;
aime;;
tant;;
0;;
le;;
pauvre;;
innocentl;PER;PER
"
";PER;PER
0;;
Eh;;
bienl;;
Jeanne;;
0;;
si;;
tu;;
ne;;
peux;;
plus;;
travail-;;
"
";;
lar;;
a;;
cause;;
de;;
Louis;PER;PER
0;;
donne;;
-moi;;
Nannette;LOC;LOC
0;;
j';;
en;;
"
";;
aurai;;
soin;;
comme;;
si;;
elle;;
6tait;;
ma;;
fllle;;
";";;
elle;;
ne;;
te;;
"
";;
eotera;;
plus;;
rien;;
a;;
nourrir;;
:;;
au;;
contraire;;
0;;
elle;;
"
";;
pourra;;
taider;;
avee;;
ce;;
quelle;;
gagner;;
shes;;
moi;;
.;;
"
";;
0;;
Nerci;MISC;MISC
0;;
ma;;
chbre;;
dame;;
";";;
j';;
aurai;;
bien;;
de;;
la;;
"
";;
peine;;
 ;;
men;MISC;MISC
spasrer;MISC;MISC
0;;
ear;;
elle;;
aie;;
on;;
Louis;PER;PER
"
";;
quasi;;
plus;;
que;;
moi;;
";";;
mais;;
nous;;
sommes;;
trop;;
deJANNR;;
VHUNN;MISC;MISC
.;;
"
";;
17;;
"
";;
daux;;
femmes;;
dana;;
la;;
maiaon;LOC;LOC
0;;
etj;;
aserai;PER;PER
blon;PER;PER
hou-;;
"
";;
use;;
da;;
la;;
suvoir;;
aaeo;;
vall;;
.;;
0;;
"
";;
Mannotte;LOC;LOC
a;;
un;;
grant;;
ahagrin;;
de;;
qittar;PER;PER
aa;PER;PER
mMre;PER;PER
.;;
"
";;
A;;
peine;;
Mm;LOC;LOC
lsaura;LOC;LOC
ft;LOC;LOC
0;LOC;LOC
ella;LOC;LOC
partie;;
0;;
que;;
Nan-;;
"
";;
netto;;
0;;
qui;;
plourait;;
dans;;
lautre;PER;PER
chambro;PER;PER
0;;
puree;;
"
";;
qu';;
alla;;
uvait;;
tout;;
antandu;;
0;;
s;;
mit;;
h;;
latr;;
:;;
"
 ";;
Mfa;PER;PER
ohbre;PER;PER
mbre;PER;PER
0;;
il;;
faut;;
donoe;;
nous;;
s6parerl;;
je;;
"
";;
ne;;
le;;
purrai;;
jamaia;;
";";;
j';;
en;;
mourrai;;
0;;
bien;;
sr;PER;PER
.;;
"
";;
-Mu;;
pauvre;;
flllo;PER;PER
0;;
tn;ORG;ORG
n';;
en;;
mourras;;
as;;
.;;
Quand;;
"
";;
;;
ai;;
perdu;;
ton;;
pbro;;
0;;
jo;MISC;MISC
no;MISC;MISC
suis;MISC;MISC
pus;MISC;MISC
morto;MISC;MISC
0;;
paree;;
"
";;
que;;
jai;MISC;MISC
pense;;
h;;
vous;;
0;;
mes;;
enfants;;
";";;
at;;
tu;;
penseras;;
"
 ";;
moi;;
pour;;
te;;
donner;;
du;;
courago;;
.;;
"
";;
--;;
Mais;;
0;;
e';PER;PER
est;;
si;;
dur;;
d';;
allar;PER;PER
ohez;PER;PER
les;;
au-;ORG;ORG
"
";ORG;ORG
tresl;ORG;ORG
"
";ORG;ORG
0;;
Il;;
est;;
sr;;
qu';;
il;;
vaut;;
mieux;;
rester;;
avee;PER;PER
aes;PER;PER
"
";;
parents;;
0;;
quand;;
on;;
le;;
peut;;
0;;
que;;
d';;
aller;;
dnns;;
la;;
"
";;
meilleure;;
des;;
conditions;;
.;;
C';;
est;;
le;;
malheurqui;;
nous;;
"
";;
foree;;
a;;
nous;;
quitter;;
0;;
ma;;
Nunnette;LOC;LOC
";";;
mais;;
ee;;
ne;;
sera;;
"
";;
pas;;
pour;;
toujours;;
.;;
Nous;;
sommes;;
trop;;
de;;
bouches;;
"
";;
ici;;
0;;
et;;
puis;;
jo;PER;PER
ne;;
peux;;
rien;;
acheter;;
pour;;
ta;;
toilette;;
";";;
"
";;
au;;
lieu;;
que;;
tout;;
ce;;
que;;
tu;;
vas;;
guagner;;
sera;;
pour;;
"
";;
toi;;
0;;
ma;;
fllle;;
.;;
"
";;
0;;
Bt;;
pour;;
vous;;
aussi;;
0;;
ma;;
chre;;
maman;;
.;;
Mais;;
"
";;
je;;
ne;;
pourrai;;
jamais;;
vivre;;
sans;;
vous;;
voir;;
.;;
"
";;
0;;
Si;;
0;;
ma;;
fille;;
";";;
tu;;
auras;;
beaueoup;;
d';;
ouvragoet;;
"
";;
tu;;
penseras;;
moins;;
a;;
nous;;
.;;
Nme;PER;PER
Isaure;;
est;;
bien;;
"
";;
honne;;
";";;
ce;;
ne;;
sera;;
pas;;
une;;
maftresse;;
ordinaire;;
"
";;
pour;;
toi;;
:;;
cest;;
elle;;
qui;;
m';;
a;;
donn6;;
le;;
premier;;
ar-;;
"
";;
igent;;
qi;;
toueh6;;
0;;
qui;;
;;
a;;
api;;
tete;;
 ;;
i;;
"
";;
ais;;
";";;
elle;;
i';;
a;;
toujours;;
prot6g6e;;
";";;
tu;;
seras;;
meme8t8;;
"
";;
ouArtIkMtk;;
PARTIB;ORG;ORG
.;;
"
";;
mtiex;;
tups;;
dello;;
u';;
auprh;PER;PER
da;PER;PER
mol;PER;PER
0;;
at;;
tu;;
lal-;;
"
";;
meruas;;
han;PER;PER
vito;PER;PER
0;;
ja;PER;PER
tn;PER;PER
rpotds;PER;PER
.;;
"
";;
Iiia;PER;PER
Nunnette;PER;PER
na;;
ase;;
conaolait;;
point;;
";";;
sa;;
mbra;;
"
";;
lui;;
dlt;ORG;ORG
:;;
"
";;
a;;
Maon;PER;PER
aenfant;;
0;;
va;;
vair;PER;PER
M.;PER;PER
lo;PER;PER
eura6;PER;PER
";";;
il;;
a;;
de;;
